reviews,class
"seen may 31 , 1999 on home video ( rented ) . 
",positive
"linda fiorentino disappeared off the radar after a deservedly heralded turn in the cable pic the last seduction , and her being cast as dogma's lead is nothing short of inexplicable . 
",positive
"you've heard all the hype . 
",positive
"as african american detective vergil tibbs questions a suspected white murderer inside a jail cell , there is a wonderful , eye-catching shot which instantaneously presents the main message of the entire film . 
",positive
"in wonder boys michael douglas plays an aged writer \ professor with such lived-in naturalism that i believe it may be his best performance . 
",positive
"plot : derek zoolander is a male model . 
",positive
"unzipped is a cinematic portrait of isaac mizrahi , an artist whose palette is fabric . 
",positive
"dora ( fernanda montenegro ) sits behind a make-shift desk at rio+s major train station . 
",positive
"the event of events is upon us . 
",positive
"sometimes a movie comes along that falls somewhat askew of the rest . 
",positive
"that thing you do ! 
",positive
" "" he's back , and it's about time . "" 
",positive
"dreamworks pictures presents a jinks/ cohen company production kevin spacey annette bening "" american beauty "" thora birch allison janney peter gallagher mena suvari wes bentley and chris cooper co-producers stan wlodkowski alan ball music by thomas newman costume designer julie weiss film editor tariq anway chris greenbury production designer naomi shohan director of photography conrad l . hall , a . s . c . 
",positive
"will hunting ( matt damon ) is a natural genius . 
",positive
"if there's one thing in common about all of hollywood's major studios , it's that their productions are moving toward mainstream more and more . 
",positive
"what do you get when you slap together a movie based on a story by the legendary george lucas , directed by virtuoso director steven spielberg , and starring one of the biggest box-office stars in the world , harrison ford ? 
",positive
"`we run tings . 
",positive
"at first glance , it appears that the home alone movies are brainless slapstick intended for those with minds of 8-year olds . 
",positive
"-- comedy , rated pg , runs about 1 : 40 -- starring : john goodman , kathy moriarty , and a bunch of teenagers -- directed by joe dante and written by charles hass -- 
",positive
"when _star wars_ came out some twenty years ago , the image of traveling throughout the stars has become a commonplace image . 
",positive
"warning : contains what the matrix is . 
",positive
"national lampoon's animal house , made in 1978 and set in 1962 , remains one of the -- no , fuck that noise -- * the * funniest movie ever made . 
",positive
"every year , hollywood crowns a new "" it boy "" --a young actor pegged for major movie stardom . 
",positive
"synopsis : leonard shelby ( pearce ) is a former insurance investigator on the trail of the man who killed his wife . 
",positive
"earth is a harsh , unconsoling drama about the time when india gained independence from britain and the ensuing turmoil that engulfed the subcontinent . 
",positive
"up until about a year ago , john travolta's career consisted of those "" look who's talking "" movies ( notice how they never called them look who's talented ) and the 1991 bomb shout ( which was bad enough to make most people scream ) . 
",positive
"i was fortunate enough to attend an advance screening for the upcoming thriller conspiracy theory . 
",positive
"the disney studios has its formula for annual , full-length animated features down so pat that it's hard to remember which one you're watching at any given moment . 
",positive
"i had been expecting more of this movie than the less than thrilling twister . 
",positive
"disney's 35th animated feature-- a retooling of the olympian legend crossed with , well , the superman story-- is surprisingly soft at the center . 
",positive
"the computer-animated comedy "" shrek "" is designed to be enjoyed on different levels by different groups . 
",positive
"after watching the first ten minutes of this japanese film , you will never eat a bowl of ramen the same way again . 
",positive
"there's an old saying that states something about leaving the best for last . 
",positive
"why do so many children's films treat their target audience with utter contempt ? 
",positive
"susan granger's review of "" the closet "" ( miramax films ) 
",positive
"roman emperor marcus aurelius ( richard harris ) chooses his trusted general maximus ( russell crowe ) as his successor . 
",positive
"what a great film . 
",positive
"ingredients : starving artist lusting after a beautiful woman from his childhood 
",positive
"you've seen this moment before , recently : a particularly troubled character senses danger of the paranormal kind when the room temperature inexplicably plummets to below freezing . 
",positive
"hollywood has really done the whole dracula thing to death ( no pun intended - honest ) . 
",positive
"stendhal's syndrome : a condition where , in the presence of art , a person becomes engulfed in a painting and hallucinates and may afterwards suffer symptoms such as depression , suicidal behaviour and personality disorder . 
",positive
"close your eyes for a moment , if you will , and imagine the sound of stephen rea's gaelic brogue , silky smooth and irish like a pint of guinness . 
",positive
"zero effect gets its title from the main character , daryl zero ( bill pullman ) , although we don't understand what it truly means until the very last line of dialogue in the film . 
",positive
"the long kiss goodnight ( r ) meryl streep tried it and failed . 
",positive
"screen story by kevin yagher and andrew kevin walker . 
",positive
"mpaa : not rated ( though i feel it would likely be pg , for martial-arts violence . ) 
",positive
"well , i know that stallone is 50 years old now , but in daylight he doesn't look it ! 
",positive
"logical time travel movies are a near-impossibility . 
",positive
"blade is the movie that shows that wesley snipes really can live up to his potential as one of hollywood's premier leading men . 
",positive
"the truman show ( paramount pictures ) running time : 1 hour 42 minutes starring jim carrey and ed harris directed by peter weir after a long wait , jim carrey's dramatic debut finally makes it to the big screen . 
",positive
"no film in recent has left me with such conflicted feelings as neil jordan's harrowing , humorous , horrifying adaptation of patrick mccabe's novel about young lad francie brady's ( eamonn owens ) descent into madness in 1960s ireland . 
",positive
"just how inseparable is the team of sgt . 
",positive
"since 1990 , the dramatic picture has undergone a certain change of style . 
",positive
"a big surprise to me . 
",positive
"after having heard so many critics describe "" return to me "" as an old-fashioned hollywood romance , i kept asking myself going into this movie : what exactly is an old-fashioned hollywood romance ? 
",positive
"wild things is a suspenseful thriller starring matt dillon , denise richards , and neve campbell that deals with all the issues ; sex , love , murder , and betrayal . 
",positive
" * * * * * * minor plot spoilers in review * * * * * * * * * * * * no major spoilers are in review * * * * * * 
",positive
"are you tired of all the hot new releases being gone by the time you get to the video store ? 
",positive
"many people dislike french films for their lack of closure . 
",positive
"the keen wisdom of an elderly bank robber , the naive ambitions of a sexy hospital nurse , and a partnership that blossoms between the two are the fine components that make up a modest , little caper adventure entitled `where the money is . ' 
",positive
"robert benton has assembled a stellar , mature cast for his latest feature , twilight , a film noir mystery set amid the fading stars of hollywood . 
",positive
"warning : anyone offended by blatant , leering machismo had better avoid this film . 
",positive
"accepting his oscar as producer of this year's best picture winner , saul zaentz remarked that his cup runneth over . 
",positive
"a bleak look at how the boston underworld operates , a film which was based on the best-seller by george v . , higgins . 
",positive
" "" footloose "" has only one goal in mind : to reel in an audience with cheesy sentiment and feel-good antics . 
",positive
"as i walked out of crouching tiger , hidden dragon i thought to myself that i had had just seen a great film . 
",positive
" "" crazy/beautiful "" suffers from the damned-if-you-do , damned-if-you-don't syndrome . 
",positive
"everyone knows someone like giles de'ath : stuffy , arrogant , set in his ways , and at war with anything that could in any way be associated with "" progress . "" 
",positive
"for many people , procrastination isn't a problem to overcome , it's a high art . 
",positive
"meet joe black ( reviewed on nov . 27/98 ) 
",positive
"call it touched by a demon . 
",positive
"james l . brooks , one of the developers of the simpsons and director of broadcast news , returns to the big screen with this entertaining , if slightly flawed comedy . 
",positive
"after a stylistic detour with mrs . 
",positive
" "" the fugitive "" is probably one of the greatest thrillers ever made . 
",positive
"i think that any competent member of the human race who's ever seen a movie--any movie--could probably predict just about every turn in the wedding singer . 
",positive
"based on the boris karloff's classic by the same name , the mummy starts off with the high-priest of osiris , imhotep , who murders the pharoah for his mistress and is punished by being mummified in the most horrifying way possible -- bandaged up , having his tongue removed , and being covered in flesh-eating scarab beetles , then entombed . . . all while still alive . 
",positive
"on re-watching italian writer/director dario argento's much lauded murder mystery tenebrae , i was struck more than anything else by how many sins he commits as a storyteller and manages to get away with . 
",positive
"as any sociologist will attest , your childhood and the types of parents that you have will heavily influence your happiness as an adult . 
",positive
"is evil dead ii a bad movie ? 
",positive
"it's rather strange too have two computer animated talking ant movies come out in a single year , but that is what disney and pixar animation ; s latest film represents . 
",positive
"not since oliver stone's natural born killers has there been a movie this incendiary , and not since david cronenberg has a so-called mainstream director been this willing to repeatedly tiptoe the fine line between pointed social commentary and outright social irresponsibility . 
",positive
"plot : a bunch of bad guys dressed up as elvis impersonators rob a vegas casino during a presley convention . 
",positive
">from the commercials , this looks like a mild-mannered neil simonesque tale with mary tyler moore baring her bra touted as the highlight . 
",positive
"i'm not quite sure how best to go about writing this review . 
",positive
"the sheer horrific audacity of the nazi plan to exterminate the jews of europe is almost incomprehensible . 
",positive
"it is easy to label something sentimental or tear jerking when one has not experienced the heartache of losing a child ? whether that may be in life or in death . 
",positive
"i know that "" funnest "" isn't a word . 
",positive
"capsule : a short punchy action sequel to the two dinosaur films made by steven spielberg . 
",positive
"just look back two years ago at the coen brothers' comedic gem the big lebowski , change the actors , take away the bowling alley , add a record store , and you've got high fidelity ( or maybe the other way around since nick hornby's novel high fidelity came first ) . 
",positive
"plot : a human space astronaut accidentally falls upon a planet ruled by apes . 
",positive
"disaster films have a tendency to be very formulated and very cliched . 
",positive
"in brief : best bleak comedy film since heathers . 
",positive
"i relish those rare opportunities when a talented screenwriter can make me feel like a fool . 
",positive
"warning : this review contains some spoilers for the 1964 film "" fail-safe . "" 
",positive
"andrew lloyd webber's musicals , preferably his early work with lyricist tim rice , present a musical which is totally unlike any musical before its time . 
",positive
"there's more to a quilt than fabric and thread--each patchwork design has its own unique story ( or stories ) to tell . 
",positive
"mimi leder is probably best known for her stunning work as a director of the hit tv-show er . 
",positive
"i have to say it . 
",positive
"urban legend surprised me . 
",positive
"capsule : the verma family is having a wedding and all the relatives will come for the multi-day festivities . 
",positive
"the love for family is one of the strongest driving forces in any man's life , especially for those who have fostered their family under precarious circumstances . 
",positive
"while watching wes anderson's rushmore , it may be surprising to think that the role of max fischer , the film's anti-hero , was not written with jason schwartzman in mind . 
",positive
"no , i did not read the novel by thomas hardy , "" jude the obscure , "" his final novel ( final because this film created such an outrage that he never wrote again - see : i did do some research on it ) about a man who is plagued with bad luck throughout his entire life . 
",positive
"quaid stars as a man who has taken up the proffesion of dragonslayer after he feels he is betrayed by a dragon early in the movie . 
",positive
"it has been 20 years since a terrence malick film hit theaters . 
",positive
" "" stuart little "" is one of the best family films to come out this year . 
",positive
"as with his other stateside releases , jackie chan's latest chopsocky vehicle , mr . nice guy , is contrived , blockheaded , and lacking in narrative logic . 
",positive
"the premise of wag the dog is so simple that it's adequately explained by the commercials . 
",positive
"as the film opens up , expectant unwed mother sally ( played by drew barrymore ) encounters her baby's father in a fast food drive-through window . 
",positive
"the second jackal-based film to come out in 1997 ( the other starring bruce willis was simply entitled the jackal ) , this one stars aidan quinn and donald sutherland , and is directed by a man who hailed from joblo's own alma matter , concordia university in montreal , canada . 
",positive
"one of the last entries in the long-running carry on series , carry on behind is very similar to carry on camping in that it involves a group of holidaymakers descending on a 'caravan' site . 
",positive
"the cryptic teaser trailer has been unspooling in moviehouses for quite sometime now : "" it mu5t be found . "" 
",positive
" "" very bad things , "" is the most delightfully morbid film of the year , a movie that goes so far over the deep end with its outrageousness and violence that i couldn't help but be won over by the material . 
",positive
"it is hard to imagine that a movie which includes abortion and incest as prominent plot devices could be so sensitive , so delicate , so insightful and yes , even so enjoyable . 
",positive
"known as the most successful , highest-grossing romantic comedy in history , director garry marshall apparently struck gold with "" pretty woman , "" which opened quietly during the summer of 1990 but , thanks to positive word-of-mouth , was able to reach upwards of $175-million in theaters alone . 
",positive
"the dramatic comedy cousins has all the necessary ingredients : a witty and whimsical script , inspired performances , a great sense of humor , a large and wonderful cast , and the beautiful scenery of vancouver . 
",positive
"this remake of "" la cage aux folles "" features a gay couple pretending to be straight in order to pull the wool over the eyes of their son's future in-laws . 
",positive
"seen may 19 , 1999 at 5 p . m . at the crossgates cinema 18 ( guilderland , n . y . ) , theater #1 , with my brother john for $8 . 50 . 
",positive
"the story of us , a rob reiner film , is the second movie this fall that touches the viewer in a way they are rarely touched by a film , as they can see their everyday lives in the usually once in a year films . 
",positive
"warren beatty returns to the screens in the funniest , craziest and hard hitting movie in his career . 
",positive
"the long and illustrious career of robin williams , which has included both forgettable turns like mrs . 
",positive
"in recent years , harrison ford has been such a grave screen presence , scowling through the likes of tom clancy's jack ryan series , _the_fugitive_ , and last year's smash _air_force_one_ , that one wonders if the rogue charm that made him such a superstar had been completely drained from his system . 
",positive
"near the end of 1996 , analysts remarked that the year would be the last in which disney would stand alone as the animation king . 
",positive
"capsule : a rock and roll fable , indeed . 
",positive
"jack nicholson has a funny way of playing characters with very few redeeming qualities , but whom you end up liking anyway . 
",positive
" "" i've been told by several people , 'you're old fashioned . 
",positive
"the deer hunter , directed by michael cimino , is truly one of the greatest movies ever made . 
",positive
"with storytelling this compelling , who needs books ? 
",positive
"synopsis : committed to an asylum , the marquis de sade ( rush ) continues to publish pornographic literature , aided by young maid madeleine ( winslet ) . 
",positive
"with more and more television shows having gay characters , and even the infamous "" ellen "" sitcom being centered on the life of a lesbian , the movie industry too seems to be gaining more and more homosexual based plot lines . 
",positive
"with his last two films - shine and snow falling on cedars - australian director scott hicks has proven his cinematic flashbacks to be some of the best out there , and his latest , hearts in atlantis , is no different . 
",positive
"corey yuen's latest film , "" hero "" is notable on two fronts . 
",positive
"synopsis : in this cultural exploration , a chinese american computer engineer named fang ( peter wang ) decides to take a month-long vacation to visit his sister mrs . chao ( shen guanglan ) , her husband mr . chao ( hy xiaoguang ) , and their teenage daughter lili ( li qinqin ) in beijing after 30 years of separation . 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
"this christmas , little ralphie parker ( peter billingsley ) wants nothing more than a red ryder bb gun under the tree . 
",positive
"in intolerance , d . w . griffith told four different historical stories at the same time , cutting from one to the other . 
",positive
"contact is the 1997 movie i've seen the most - five times to be exact . 
",positive
"roberto benigni is a clown in the tradition of chaplin and keaton . 
",positive
"larry flynt is a self proclaimed smut pedlar and the owner/publisher of the multi-million dollar hustler publications company . 
",positive
"virtual reality is a topic that has almost defined its own genre . 
",positive
"i don't know what movie the critics saw , but it wasn't this one . 
",positive
"it was with great trepidation that i approached +mary+ , the farrelly brothers+ latest film . 
",positive
"a standoff . 
",positive
"with stars like sigourney weaver ( "" alien "" trilogy ) and academy award winner holly hunter ( the piano , raising arizona , etc . ) together in a single hollywood production , one would immediately identify the film as a potential academy award hot shot . 
",positive
"no , it is not a bad film , in fact it is so good in achieving its purpose , i actually wished for the film to end itself quickly . 
",positive
"capsule : earthy , experimental , difficult , shockingly frank ( even for 1997 ! ) , and ultimately refreshing story of a black man on the run from the cops . 
",positive
"a fully loaded entertainment review - website coming in july ! 
",positive
" "" oh my god , i sounded just like a mother ! "" 
",positive
"i don't know how many other people have had the idea cross their mind that their life could be an ongoing television show watched by another world of people , but it's something i used to wonder about when i was younger . 
",positive
"no filmmaker deconstructs a story as well as atom egoyan . 
",positive
"i know what i would do with $4 . 4 million if i found it in a previously undiscovered airplane crash site , especially if i were with jacob and lou . 
",positive
"i saw simon birch in a basically sold out theater , on a sunday afternoon . 
",positive
"the saint was actually a little better than i expected it to be , in some ways . 
",positive
"the thirteenth floor , the third in what i would call "" the reality check movie series "" , is very similar to the other reality check movies released this year , the matrix and existenz . 
",positive
"i tried hard not like this movie without succeeding . 
",positive
"plot : jet li is a chinese cop asked to help some french policemen nab a bad guy . 
",positive
"i've never been a member of the robin williams fan club . 
",positive
"weir is well-respected in hollywood for turning scripts with difficult subject-matter into deceptively simple , powerful films , the mosquito coast ( utopia ) and fearless ( post-traumatic stress disorder ) among them . 
",positive
"synopsis : it's 1977 in a small italian american neighborhood in new york . 
",positive
"part one of "" the strangest movies ever made "" series at www . mediajunkies . com 
",positive
"good films are hard to find these days . 
",positive
"i must admit i'm going to be a bit biased in my review of the new romantic comedy serendipity , because that also defines how i met my current girlfriend . 
",positive
"in some regards , making a movie is like trying to stretch a rubber band as far as you can without breaking it . 
",positive
"on the basis of this film alone , i never would have predicted that , in two years , quentin tarantino would become the country's biggest hotshot director . 
",positive
"it's a fact that a good thriller or action movie doesn't need violence to be good or worth watching . 
",positive
"there exists a litany of differences between a successful action movie and a successful suspense movie . 
",positive
"jay and silent bob strike back , kevin smith's swan song to his two most famous characters , is the best received comedy that i've seen since there's something about mary , which is a tea party in comparison to the foul-mouthed humor in jay and silent bob strike back . 
",positive
"damn those trailers . 
",positive
"bob the happy bastard's quickie review : 
",positive
"this sunday afternoon i had the priviledge of attending a private screening at the sony astor cinema in new york city , of james cameron's most heralded film , titanic . 
",positive
"a common complaint amongst film critics is "" why aren't there more literate scripts available ? "" 
",positive
"whew . this film oozes energy , the kind of breakneck , no- holds-barred , in-your-face risk-taking filmmaking that is seldom seen on screen these days . 
",positive
"steven spielberg's "" amistad , "" which is based on the true story of a group of africans who revolted on board a slave ship , then were captured and taken to america where a legal dispute ensued over who "" owned "" them , is concerned with several different aspects of this story . 
",positive
"he has spent his entire life in an awful little apartment , raised and cared for and imprisoned by his domineering mother . 
",positive
"being that it is a foreign language film with no known names with a select number theaters showing it , "" shall we dance "" won't be seen by that many people . 
",positive
"when i first heard of contact , the hype was building it up as a sci-fi blockbuster . 
",positive
"you've got to love disney . 
",positive
"with three pre- to mid-teen children and an aging father-in-law to care for--cooking and cleaning and laundry , drop-offs at little league practice and pick-ups from ballet practice--margaret hall's life is rife with complications . 
",positive
"i hate to burst your bubble , but after all the star power , mega bucks , screenwriters , directors , and cool trailers , men in black is not the best movie of the summer . 
",positive
"susan granger's review of "" osmosis jones "" ( warner bros . ) 
",positive
"i must say from the outset that i have never been much of a kurt russell fan . 
",positive
"with the success of the surprise hit alien , directed by ridley scott , a sequel was inevitable . 
",positive
"ingredients : neophyte lawyer , legal situations , corrupt insurance company , 
",positive
"in one of my many videos i have attained from the local library , casablanca was my third classic in some weeks . 
",positive
"capsule : suprisingly more of a comedy than a straight action flick , which isn't necessarily a bad thing . 
",positive
" "" when will the devil take me ? "" he asks rhetorically in lulling voice over . 
",positive
"bruce barth's mellow piano plays in the background as conflict erupts in a little country town of florida . 
",positive
"susan granger's review of "" big eden "" ( jour de fete ) 
",positive
"when you go to the movies as much as i do , you unfortunately end up seeing certain movie trailers one too many times . 
",positive
"it must be tough to be a mob boss . 
",positive
"the caveman's valentine starring samuel l . jackson , ann magnuson , aunjanue ellis , tamara tunie screenplay by george dawes green , based on his novel directed by kasi lemmons 
",positive
"expand the final fifteen minutes of home alone into a feature-length film and you've got baby's day out--an agreeably amusing children's comedy about a bumbling band of kid kidnappers who are unwittingly outwitted by an innocent infant . 
",positive
"waiting at the train station near the beginning of fury , joe says : `after all , we're human . ' 
",positive
"because the press screening of "" planet of the apes "" was one day past last issue's deadline , i was afforded the opportunity to see the film a second time , listen to audience reactions and read a heap of reviews before writing this piece . 
",positive
"in 1977 , something never though possible happened . 
",positive
"if you want some hearty laughs , then rat race is the movie for you . 
",positive
"i had a chance to see a sneak preview of city slickers ii on campus last night . 
",positive
"the "" submarine "" genre of movies seems to be one of the most intriguing and compelling types of storytelling there is . 
",positive
"we share the descent into darkness of a talented boy pianist . 
",positive
"today , war became a reality to me after seeing a screening of saving priivate ryan . 
",positive
"well , i'll admit when i first heard about this film ( which was before dante's peak ) i could just smell what 'twister' had started . 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
" "" last night "" could have an "" aka "" tagged on the end of it that says , "" it's the end of the world , and we feel fine "" . 
",positive
" "" a bug's life "" may not be "" toy story , "" but it's more close than "" antz "" was . 
",positive
"when i saw the trailer for "" the sixth sense , "" i didn't expect much from it . 
",positive
"near the end of frank capra's holiday classic , its a wonderful life , george bailey ( jimmy stewart ) is feeling down . 
",positive
"jerry springer has got nothing on "" wild things . "" 
",positive
"the happy bastard's 30-second review 
",positive
" "" six days , seven nights "" is a summer movie that gets the summer movie experience deliciously right , a commendable achievement considering the season thus far has been littered with some pretty uneven fare . 
",positive
"the release of dolores claiborne into wide release this weekend adds another entry into the long list of film adaptations of stephen king's work . 
",positive
"seen september 13 , 1998 at 4 p . m at rotterdam square mall cinema 6 , theater #2 , with chris wessell for free using my sony/loews critic's pass . 
",positive
"there was a lot riding on this movie . 
",positive
"ingredients : pouring rain , small flooded town , damn about to burst , bad guys going after millions of dollars 
",positive
"although many people have compared this new gangster comedy to the hit hbo drama 'the sopranos , ' analyze this is witty and entertaining enough to be a good movie in it's own right . 
",positive
" "" being john malkovich "" is the type of film we need to see more . 
",positive
"as feel-good formulaic as it may be in its own way , shall we dance ? 
",positive
" "" the tailor of panama "" is a different kind of spy movie . 
",positive
"perhaps it's time for me to say a little about my reading habits . 
",positive
"note : some may consider portions of the following text to be spoilers . 
",positive
"upon arriving at the theater during the opening credits , i took my seat and prepared myself for what appeared to be "" hellraiser meets the crow "" . 
",positive
"kadosh means sacred in hebrew . 
",positive
"the film "" magnolia "" can be compared to a simple flower as its title and movie poster suggests . 
",positive
"no humans were harmed , tested or tasted in the making of this film . 
",positive
" "" good will hunting "" is two movies in one : an independent take on the struggle of four boston pals and a traditional hollywood , "" prodigy child "" film complete with upbeats , downfalls , sporadically moving situations and plenty , plenty of shtick . 
",positive
"curdled is a deliciously dark and witty black comedy , but its humour won't appeal to everyone . 
",positive
"it is often said by his fans that hal hartley movies are an acquired taste . 
",positive
"most people fit into two different categories : you either love woody allen , or you hate his guts . 
",positive
"that's the question i asked myself when venturing nervously into "" the wedding singer , "" the latest film to star the saturday night live alumnus . 
",positive
"jarvis cocker of pulp once said that he wrote common people after noticing mike leigh box-sets on the video shelves -- he had a feeling that economic deprivation was becoming a tourist experience for the well-off . 
",positive
"richard linklater's "" slacker , "" made in 1991 for a budget of only $23 , 000 , immerses itself in the twentysomething , college-town culture of austin , texas . 
",positive
" "" a breed apart "" casts rutger hauer as a crazy , bird-loving recluse who picks his feathered friends over kathleen turner . 
",positive
"titanic is so close to being the perfect movie it's upsetting that it isn't . 
",positive
"on seeing the outrageous previews for bulworth one wonders what plot could possibly allow beatty get away with making those statements ( in case you missed it , warren beatty plays a politician on the campaign trail . 
",positive
"american pie acknowledges a cold , hard fact that most movies don't : it is very difficult to get laid . 
",positive
"the 1998 summer movie season is still in its infancy . 
",positive
"one way of telling if a film is good or not is by the length . 
",positive
"it's ironic that the best films in cinema history are invariably the original director's cut of the film . 
",positive
"while it was part of former yugoslavia , my country , croatia , used to be almost completely ignored by western films in general . 
",positive
"the happy bastard's quick movie review 
",positive
"this is a film about secrets , some that are innocent like those of a cute little farm girl , frances boyd ( ashley ) . 
",positive
"this british import follows the ( mis- ) adventures of a group of heroin crazed scottish youths . 
",positive
"you may not have heard of lucas , or if you have , you might not think much of it . 
",positive
"in arguably the most anticipated movie this century , george lucas has achieved a very mixed reaction to a sure blockbuster . 
",positive
"felix ( sami bouajila , "" the siege "" ) lives a contented life with his boyfriend daniel ( pierre-loup rajot ) in the little town of dieppe in northern france . 
",positive
"i know that "" funnest "" isn't a word . 
",positive
"after the press screening of "" moulin rouge , "" i stood in the lobby of the theater listening to the reactions of my friends and colleagues . 
",positive
" "" living out loud , "" is the type of motion picture we don't often see : it is a film about mature , intelligent adults , instead of the usual american film , in which children basically dress up in grown-up clothing and parade around acting like immature seven-year-olds . 
",positive
"`oh behave ! 
",positive
"written by john grisham and robert altman ( as al hayes ) 
",positive
"october sky is a rare oddity in cinema : a self-proclaimed "" uplifting "" film that is actually uplifting ! 
",positive
"this three hour movie opens up with a view of singer/guitar player/musician/composer frank zappa rehearsing with his fellow band members . 
",positive
"while watching boiler room , i was constantly reminded of last year's masterpiece fight club . 
",positive
"ok , let's get one thing straight right away : maximum risk is no battleship potemkin ( although it does have some russians in it ! ) , but it's not too bad , really . 
",positive
"trailing the success of brit humour in the movie industry with the likes of the semi-dramatic the commitments and the nearly slapstick a fish called wanda , the full monty is one film which delivered the depth of the former and the humour magnitude of the latter . 
",positive
" "" you'll go ape over tarzan because it's more fun than a barrel of monkeys ! "" 
",positive
"you've got mail is a timely romance for this impersonal , computer-driven decade . 
",positive
"according to hollywood movies made in last few decades , life in small town is one of the worst things that could happen to a human being . 
",positive
"written by mark rosenthal and lawrence konner 
",positive
"notting hill's trailer is awful : a laughless , schmaltzy montage . 
",positive
"[note that followups are directed to rec . arts . movies . current-films and rec . arts . movies . startrek . current 
",positive
"slavery is bad . 
",positive
"reflecting on "" bedazzled , "" a lively comedy about the devil who seeks to possess the soul of a pathetic loser , one sinful thought remains in my mind . 
",positive
"the muppet movie is the first , and the best movie among the ever-growing list of muppet movies . 
",positive
"all great things come to an end , and the dot-com era embodies that perfectly . 
",positive
"since their film debut in 1984 with the tightly wrought texas thriller "" blood simple , "" joel and ethan coen have been one of the most eclectic , original , and downright fascinating creative teams in modern hollywood . 
",positive
"lean , mean , escapist thrillers are a tough product to come by . 
",positive
"this film is based on the campy tv show from the 1960's under the same appellation . 
",positive
"1992's alien3 marked not only the death ( by suicide ) of its popular protagonist , ellen ripley ( sigourney weaver ) , but , in many ways , the alien franchise itself--box office receipts were anemic , thanks to poor audience word of mouth ; and the critics who rallied around the first two installments , 1979's alien and 1986's aliens , savaged david fincher's slog of a sendoff ( myself included ) . 
",positive
"most sequels don't do what they're supposed to do like "" toy story 2 "" does . 
",positive
"expectation rating : a bit worse than expected ( mainly because i found the middle part to be a bit dull ) . 
",positive
"it is simply amazing how "" the green mile "" developed in its three hour running time . 
",positive
"the jekyll and hyde story told from his maid's point of view is , in a word , "" dark "" . 
",positive
"aggressive , bleak , and unrelenting film about an interracial couple , steve and sam ( damon jones and elexa williams respectively ) , who are viciously attacked in a parking garage one night by a gang of skinheads . 
",positive
"gothic murder-mystery yarns are not a new conceit . 
",positive
"one of the best things about my job is that , every so often , a film still catches me by surprise . 
",positive
"of all the films i've come to see this year ( 1997 ) , i think only chasing amy had as many "" laugh-out-loud "" moments . 
",positive
"in essence , good will hunting is an ordinary story told well . 
",positive
"clue is an unfairly ignored comedy , very similar to 1976's murder by death . 
",positive
"the dream team is a thoroughly entertaining comedy featuring four loveable characters who just happen to be slightly insane . 
",positive
"people who enjoy science fiction are often faced with unpleasant surprises due to the improper labelling of novels , stories , comic books or movies . 
",positive
"i find most of television so intensely boring that i simply never turn on my set , unless i'm watching a movie . 
",positive
" "" the celebration "" is one of an elite kind of films that is completely absorbant . 
",positive
"synopsis : shrek ( myers ) is an ogre living in contented solitude deep in the heart of a forest , until his home is invaded by fairy tale creatures fleeing the rule of the evil lord farquaad ( john lithgow ) . 
",positive
"matthew broderick and high school comedy . 
",positive
"the rocky horror picture show 'special edition' ( 1975 ) 
",positive
"confession time : i have never , ever seen gone with the wind . 
",positive
"if he doesn=92t watch out , mel gibson is in danger of being known as someone other than mad max . 
",positive
"john cusack is the kind of actor who seems to effortlessly slide into his respective film roles . 
",positive
"only a year after the initial release of "" scream , "" the horror send-up from veteran horror director wes craven and screenwriter kevin williamson that seemed to breathe new life into the slasher genre , the inevitable sequel "" scream 2 "" has arrived in our theaters . 
",positive
"the full monty is a whole lot of fun , its wacky , witty , and original . 
",positive
"with the release of gattaca , i began to wonder why all science fiction films deal with destructive aliens , or aliens in general . 
",positive
"it must be some sort of warped critical nightmare : the best movie of the year would be a summer vehicle , a jim carrey vehicle at that . 
",positive
"now , lets first look into the history of shark films . 
",positive
"this is the best british gangster film since the long good friday . 
",positive
"produced by robert lantos & stephen j . roth 
",positive
"i remember hearing about this film when it first appeared at cannes over a year ago , picking up the grand jury prize at the festival . 
",positive
"most movies seem to release a third movie just so it can be called a trilogy . 
",positive
"review : a dog of flanders is the story of an adorable little boy named nello and his trials and tribulations in 19th century flanders . 
",positive
"do film critics have morals ? 
",positive
"synopsis : retiring detective jerry black ( nicholson ) becomes involved in the case of a murdered girl , and promises her parents that he will find the killer . 
",positive
"one never quite knows what one is going to get with a mamet film . 
",positive
"'contact' shows why jodie foster is one of our best actresses . 
",positive
"like the wonderful 1990 drama , "" awakenings , "" starring robin williams and robert de niro , "" at first sight , "" directed by irwin winkler , is inspired by a true story documented by physicfirst sight , "" directed by irwin winkler , is inspired by a true story documented by physician oliver sacks . 
",positive
"in the company of men made a splash at the sundance film festival because , in a year plagued by brothers mcmullen-style , earnestly shallow gen-x angst pictures , it seemed to be actually about something . 
",positive
"the booming introduction music finishes , and the camera sweeps over red mountains . 
",positive
"jonathan demme's _beloved_ , based on the book toni morrison , is a study in skillful literary adaptation . 
",positive
"scream 2 isn't quite as clever as its predecessor , but it fills the gap with a cutting wit . 
",positive
